,Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,IBR Code,Neighborhood,NPU,Latitude,Longitude
12,90010730,2009-01-01,2009-01-01,0100,2009-01-01,900.0,403.0,,,1457 VENETIAN DR SW,Day Watch,20,LARCENY-FROM VEHICLE,2305,Venetian Hills,S,33.71464,-84.43612
13,90010745,2009-01-01,2008-12-31,2030,2009-01-01,800.0,208.0,,313,3558 PIEDMONT RD NE,Day Watch,18,LARCENY-FROM VEHICLE,2305,Buckhead Forest,B,33.85115,-84.37944
14,90010774,2009-01-01,2009-01-01,0130,2009-01-01,923.0,608.0,,,456 CANDLER ST NE,Day Watch,13,LARCENY-FROM VEHICLE,2305,Candler Park,N,33.76675,-84.34595
15,90010805,2009-01-01,2009-01-01,0900,2009-01-01,945.0,604.0,,1305,626 DEKALB AVE SE,Day Watch,18,LARCENY-FROM VEHICLE,2305,Old Fourth Ward,M,33.75283,-84.36687
16,90010917,2009-01-01,2008-12-31,1915,2009-01-01,1137.0,503.0,,,422 9TH ST NE,Day Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.7808,-84.37334
17,90011020,2009-01-01,2008-12-31,1900,2009-01-01,1230.0,509.0,,,590 W PEACHTREE ST NW,Day Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.77023,-84.38814999999998
18,90011049,2009-01-01,2008-12-31,1700,2008-12-31,2200.0,502.0,,,188 14TH STREET,Day Watch,18,LARCENY-FROM VEHICLE,2305,Midtown,E,33.78663,-84.38138999999998
19,90011054,2009-01-01,2008-12-29,1700,2008-12-30,700.0,614.0,,,897 MONROE CIR NE,Day Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.77917,-84.36851
20,90011104,2009-01-01,2009-01-01,0100,2009-01-01,1200.0,407.0,,,4076 BREWER DR SW,Evening Watch,,LARCENY-FROM VEHICLE,2305,Wilson Mill Meadows,H,33.75174,-84.52101
21,90011207,2009-01-01,2008-12-27,0100,2008-12-28,1200.0,113.0,,1234,162O HOLLY WOOD DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Scotts Crossing,G,33.79988,-84.47023
22,90011267,2009-01-01,2009-01-01,1400,2009-01-01,1545.0,504.0,,,IVAN ALLEN JR BLVD NW / VENABLE ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Downtown,M,33.76464,-84.39534
23,90011384,2009-01-01,2009-01-01,1630,2009-01-01,1630.0,202.0,,,135 W WIEUCA RD NW @CHASTAIN CITY PARK,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Chastain Park,A,33.87589,-84.39202
24,90011533,2009-01-01,2009-01-01,1938,2009-01-01,1938.0,407.0,,,501 WILSON MILLRD SW,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Wilson Mill Meadows,H,33.74866,-84.51757999999998
25,90011592,2009-01-01,2009-01-01,1200,2009-01-01,2000.0,505.0,,,6TH ST NE / W PEACHTREE ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.77754,-84.38729999999998
26,90011602,2009-01-01,2009-01-01,2000,2009-01-01,2025.0,411.0,,,2841 GREENBRIAR PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Greenbriar,R,33.68677,-84.49773
27,90011792,2009-01-01,2009-01-01,2200,2009-01-01,2240.0,112.0,,,3114 COLLIER DR NW,Morning Watch,13,LARCENY-FROM VEHICLE,2305,Collier Heights,I,33.76516,-84.49082
28,90011702,2009-01-01,2009-01-01,2210,2009-01-01,2220.0,509.0,,,31 BAKER ST NE,Evening Watch,18,LARCENY-NON VEHICLE,2307,Downtown,M,33.76214,-84.38625
29,90011117,2009-01-01,2008-12-31,2100,2009-01-01,1400.0,307.0,,87,624 AMAL DR SW,Evening Watch,26,LARCENY-FROM VEHICLE,2304,Amal Heights,Y,33.70933,-84.39722
30,90011134,2009-01-01,2008-12-31,1800,2009-01-01,1400.0,602.0,,,819 ASHLAND AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,2304,Inman Park,N,33.75753,-84.36092999999998
31,90010842,2009-01-01,2008-12-22,1500,2009-01-01,1030.0,604.0,,,375 RALPH MCGILL BLVD NE,Day Watch,26,LARCENY-NON VEHICLE,2308,Old Fourth Ward,M,33.76368,-84.37587
32,90011374,2009-01-01,2009-01-01,1700,2009-01-01,1718.0,301.0,,,DILL AVE SW / HARTFORD AVE SW,Evening Watch,13,ROBBERY-PEDESTRIAN,1205,Capitol View,X,33.7183,-84.4169
33,90010996,2009-01-01,2009-01-01,1230,2009-01-01,1240.0,508.0,,,100 PEACHTREE ST NW,Day Watch,13,ROBBERY-PEDESTRIAN,1299G,Downtown,M,33.75685,-84.38859999999998
34,90011535,2009-01-01,2009-01-01,1900,2009-01-01,1923.0,402.0,APT,G-6,1245 DONNELLY AVE SW,Evening Watch,26,ROBBERY-RESIDENCE,1208K,West End,T,33.73388,-84.42812
35,90010638,2009-01-01,2009-01-01,0200,2009-01-01,600.0,402.0,,,966 DIMMOCK ST SW,Day Watch,20,LARCENY-NON VEHICLE,2399,Oakland City,S,33.72667,-84.41946
36,90010946,2009-01-01,2008-12-01,1200,2008-12-31,1400.0,407.0,,,4082 CORNELL BLVD SW,Day Watch,20,LARCENY-NON VEHICLE,2399,Baker Hills,H,33.75963,-84.52118
37,90010965,2009-01-01,2008-12-31,2200,2009-01-01,100.0,511.0,,,65 ALABAMA ST SW @UNDERGROUND ATLANTA,Day Watch,99,LARCENY-NON VEHICLE,2399,Downtown,M,33.75258,-84.38992
38,90011019,2009-01-01,2008-12-31,2100,2008-12-31,2200.0,204.0,,,1715 HOWELL MILL RD NW,Day Watch,12,LARCENY-NON VEHICLE,2399,Berkeley Park,D,33.80089,-84.4157
39,90011135,2009-01-01,2009-01-01,1430,2009-01-01,1430.0,202.0,,,3658 ROSWELL RD NW,Evening Watch,24,LARCENY-NON VEHICLE,2399,Tuxedo Park,A,33.85475,-84.38297
40,90011185,2009-01-01,2008-12-31,0030,2009-01-01,115.0,503.0,,,1150 PEACHTREE ST,Evening Watch,3,LARCENY-NON VEHICLE,2399,Midtown,E,33.78595,-84.3837
41,90011266,2009-01-01,2009-01-01,1600,2009-01-01,1600.0,205.0,,,2197 HOWELL MILL RD NW,Evening Watch,20,LARCENY-NON VEHICLE,2399,Springlake,C,33.81538,-84.4149
42,90010133,2009-01-01,2008-12-31,2200,2008-12-31,2230.0,114.0,,,547 FAIRBURN RD NW,Day Watch,4,AUTO THEFT,2404,Fairburn Heights,H,33.7709,-84.50049
43,90010153,2009-01-01,2008-12-31,2200,2009-01-01,2230.0,403.0,,,1137 AVON AVE SW,Evening Watch,13,AUTO THEFT,2404,Oakland City,S,33.72235,-84.42489999999998
44,90010359,2009-01-01,2008-12-31,2230,2009-01-01,230.0,512.0,,,174 PEACHTREE ST,Morning Watch,18,AUTO THEFT,2404,Downtown,M,33.74954,-84.39382999999998
45,90010365,2009-01-01,2009-01-01,0230,2009-01-01,235.0,111.0,,,3458 DELMAR LN NW,Morning Watch,18,AUTO THEFT,2404,Adamsville,H,33.75686,-84.50064
46,90010417,2009-01-01,2008-12-31,2000,2009-01-01,300.0,304.0,,,2323 DEFOOR HILLS RD,Day Watch,3,AUTO THEFT,2404,Summerhill,V,33.74485,-84.39005
47,90010422,2009-01-01,2008-12-31,2130,2009-01-01,100.0,508.0,,,MARIETTA ST NW / SPRING ST NW,Morning Watch,18,AUTO THEFT,2404,Downtown,M,33.75699,-84.39266999999998
48,90010545,2009-01-01,2009-01-01,0015,2009-01-01,400.0,305.0,,,93 BISBEE AVE SE,Morning Watch,13,AUTO THEFT,2404A,South Atlanta,Y,33.71636,-84.38513
49,90010704,2009-01-01,2008-12-31,2100,2009-01-01,745.0,406.0,,,3444 LYNFIELD DR SW,Day Watch,20,AUTO THEFT,2404,Green Forest Acres,I,33.73224,-84.50118999999998
50,90010769,2009-01-01,2009-01-01,0500,2009-01-01,800.0,305.0,,107,201 MOURY AVE SW,Day Watch,26,AUTO THEFT,2404,The Villages at Carver,Y,33.71691,-84.39275999999998
51,90010773,2009-01-01,2009-01-01,0910,2009-01-01,925.0,612.0,,,720 CLIFTON RD SE,Day Watch,20,AUTO THEFT,2404,East Atlanta,W,33.73445,-84.32966999999998
52,90010814,2009-01-01,2009-01-01,0600,2009-01-01,1009.0,310.0,,1403,585 MCWILLIAMS RD SE,Day Watch,26,AUTO THEFT,2404A,Browns Mill Park,Z,33.68869,-84.36880999999998
53,90010881,2009-01-01,2008-12-31,2230,2009-01-01,1100.0,306.0,,2102,1150 ASTOR AVE SW,Day Watch,26,AUTO THEFT,2404A,Sylvan Hills,X,33.70137,-84.42677999999998
54,90010935,2009-01-01,2009-01-01,0200,2009-01-01,220.0,501.0,,,HOWELL MILL & 10TH STREET NW,Day Watch,13,AUTO THEFT,2404,Home Park,E,33.78157,-84.41115
55,90010939,2009-01-01,2009-01-01,0200,2009-01-01,1154.0,411.0,,R-2,3000 STONE HOGAN CONN SW,Day Watch,18,AUTO THEFT,2404,Greenbriar,R,33.67424,-84.49697
56,90010949,2009-01-01,2008-12-31,2200,2009-01-01,1300.0,108.0,,A-4,150 FAIRFIELD PL NW,Day Watch,26,AUTO THEFT,2404,Dixie Hills,J,33.7581,-84.46325
57,90011324,2009-01-01,2009-01-01,1000,2009-01-01,1640.0,510.0,APT,702,210 AUBURN AVE NE,Evening Watch,18,AUTO THEFT,2404,Downtown,M,33.75563,-84.38092
58,90011621,2009-01-01,2009-01-01,2030,2009-01-01,2040.0,608.0,APT,B,262 CONNECTICUT AVE NE,Evening Watch,13,AUTO THEFT,2404,Lake Claire,N,33.76137,-84.32922999999998
59,90011683,2009-01-01,2009-01-01,2100,2009-01-01,2300.0,609.0,,,1275 CAROLINE STREET,Evening Watch,18,AUTO THEFT,2404A,Edgewood,O,33.75539,-84.34202999999998
60,90011711,2009-01-01,2009-01-01,2200,2009-01-01,2200.0,301.0,,,791 ERIN AVE SW,Morning Watch,20,AUTO THEFT,2404,Capitol View,X,33.71945,-84.41372
61,90011728,2009-01-01,2009-01-01,1500,2009-01-01,2100.0,305.0,,2002,177 MOURY AVE SW,Evening Watch,18,AUTO THEFT,2404,The Villages at Carver,Y,33.71348,-84.39051999999998
62,90011768,2009-01-01,2009-01-01,2115,2009-01-01,2145.0,114.0,,,521 FAIRLANE CIR NW,Evening Watch,18,AUTO THEFT,2404,Fairburn Heights,H,33.76837,-84.50082999999998
63,90010831,2009-01-01,2009-01-01,0400,2009-01-01,1000.0,304.0,,3,16 VANIRA AVE SE,Day Watch,26,AUTO THEFT,2424A,Peoplestown,V,33.72951,-84.38735
64,90010962,2009-01-01,2008-12-30,1700,2008-12-31,1000.0,304.0,,,185 SOUTH AVE SE,Evening Watch,20,AUTO THEFT,2424,Summerhill,V,33.73222,-84.38173
65,90011315,2009-01-01,2008-12-31,2200,2009-01-01,1530.0,404.0,,,597 WILLARD AVE SW,Day Watch,20,AUTO THEFT,2424,Westview,T,33.7391,-84.43743
66,90011439,2009-01-01,2009-01-01,0001,2009-01-01,1200.0,304.0,,,1575 WESTWOOD AVE SW,Day Watch,13,AUTO THEFT,2424,Peoplestown,V,33.72828,-84.38787
67,90010656,2009-01-01,2009-01-01,0640,2009-01-01,725.0,509.0,,,221 PEACHTREE CENTER AVE NE,Day Watch,18,AUTO THEFT,2434,Downtown,M,33.76045,-84.38556
68,90011478,2009-01-01,2008-12-31,2030,2009-01-01,1830.0,103.0,,,1271 MARIETTA BLVD NW,Evening Watch,3,ROBBERY-PEDESTRIAN,1206,Blandtown,D,33.78949,-84.42819
69,90010314,2009-01-01,2008-12-31,2200,2009-01-01,145.0,403.0,,,14 BELMONTE CT SW,Morning Watch,18,AUTO THEFT,2424,Cascade Avenue/Road,S,33.72544,-84.44497
70,90010350,2009-01-01,2009-01-01,0220,2009-01-01,223.0,310.0,,2601,585 MCWILLIAMS RD SE,Morning Watch,18,AUTO THEFT,2424,Browns Mill Park,Z,33.68869,-84.36880999999998
71,90010358,2009-01-01,2009-01-01,0030,2009-01-01,200.0,108.0,,,2174 PENELOPE ST NW,Unknown,18,AUTO THEFT,2424,Penelope Neighbors,J,33.75449,-84.45717999999998
72,90010628,2009-01-01,2009-01-01,0500,2009-01-01,600.0,302.0,,3313,765 MCDANIEL ST SW,Day Watch,18,AUTO THEFT,2424,Pittsburgh,V,33.73396,-84.40177
73,90010722,2009-01-01,2009-01-01,0700,2009-01-01,705.0,408.0,,,1345 WESTRIDGE RD SW,Day Watch,20,AUTO THEFT,2424,Venetian Hills,S,33.71851,-84.44718
74,90010741,2009-01-01,2009-01-01,0849,2009-01-01,850.0,410.0,,,1812 FORT VALLEY DR SW,Day Watch,20,AUTO THEFT,2424,Pomona Park,R,33.70553,-84.45010999999998
75,83661583,2009-01-01,2008-12-31,1900,2008-12-31,1915.0,603.0,,,356 BOULEVARD,Evening Watch,23,ROBBERY-PEDESTRIAN,1299S,Old Fourth Ward,M,33.76421,-84.37206
76,90010159,2009-01-01,2009-01-01,0057,2009-01-01,105.0,206.0,,,BUCKEAD AVE/GRANDVIEW AVE,Morning Watch,99,ROBBERY-PEDESTRIAN,1204,Buckhead Village,B,33.83752,-84.37573999999998
77,90010726,2009-01-01,2009-01-01,0800,2009-01-01,825.0,510.0,,,160 JOHN WESLEY DOBBS AVE,Day Watch,23,ROBBERY-PEDESTRIAN,1204,Downtown,M,33.75734,-84.38256
78,90010982,2009-01-01,2009-01-01,1200,2009-01-01,1230.0,406.0,,,3202 MARTIN L KING DR,Day Watch,10,ROBBERY-PEDESTRIAN,1204,,I,33.75081,-84.49406
79,90011484,2009-01-01,2009-01-01,1830,2009-01-01,1840.0,512.0,,,90 BROAD ST SW,Evening Watch,13,ROBBERY-PEDESTRIAN,1204,Downtown,M,33.75204,-84.39282
80,90011534,2009-01-01,2008-12-31,1900,2008-12-31,1900.0,108.0,,,2181 MARTIN L KING JR DR NW,Evening Watch,13,ROBBERY-PEDESTRIAN,1204,Florida Heights,I,33.7526,-84.46294
81,90010400,2009-01-01,2009-01-01,0100,2009-01-01,130.0,511.0,,,54 PEACHTREE ST SW,Morning Watch,13,AGG ASSAULT,1314,Downtown,M,33.75286,-84.3912
82,90010689,2009-01-01,2009-01-01,0715,2009-01-01,730.0,107.0,,15,345 LANIER ST NW,Day Watch,26,AGG ASSAULT,1314,Grove Park,J,33.76449,-84.4392
83,90011537,2009-01-01,2009-01-01,1926,2009-01-01,1927.0,303.0,,,307 RICHARDSON ST,Evening Watch,7,AGG ASSAULT,1314,Mechanicsville,V,33.74065,-84.39702
84,90010536,2009-01-01,2009-01-01,0410,2009-01-01,411.0,404.0,,,17OO N OLYMPIAN WAY SW,Morning Watch,13,AGG ASSAULT,1315K,Westview,T,33.73613,-84.44460999999998
85,90011359,2009-01-01,2009-01-01,1500,2009-01-01,1515.0,310.0,,,2305 MACON DR SW,Evening Watch,20,AGG ASSAULT,1315K,Browns Mill Park,Z,33.69155,-84.39163
86,83662137,2009-01-01,2008-12-31,2315,2008-12-31,2339.0,104.0,,4,625 JOSEPH E LOWERY,Morning Watch,26,AGG ASSAULT,1315,Ashview Heights,T,33.74865,-84.41763
87,90011341,2009-01-01,2009-01-01,1700,2009-01-01,1701.0,114.0,,,BANKHEAD HWY @ MAYNARD CT,Day Watch,13,AGG ASSAULT,1315,Atlanta Industrial Park,H,33.79361,-84.50024
88,90011684,2009-01-01,2009-01-01,2145,2009-01-01,2149.0,307.0,,,2043 LAKEWOOD TRL SE,Evening Watch,20,AGG ASSAULT,1315,Lakewood,Z,33.69816,-84.37791
89,90010373,2009-01-01,2009-01-01,0200,2009-01-01,230.0,508.0,,316,115 W PEACHTREE PL NW,Morning Watch,13,AGG ASSAULT,1399,Downtown,M,33.7641,-84.39109999999998
90,90011106,2009-01-01,2009-01-01,1408,2009-01-01,1500.0,308.0,,,2021 PHILLIPS DR SE,Day Watch,20,AGG ASSAULT,1399,Thomasville Heights,Z,33.69866,-84.35402999999998
91,83651892,2009-01-01,2008-12-23,1200,2008-12-30,1900.0,610.0,,,2163 RIDGEDALE RD,Evening Watch,20,BURGLARY-RESIDENCE,2202,Kirkwood,O,33.75298,-84.3168
92,90010061,2009-01-01,2009-01-01,0010,2009-01-01,20.0,312.0,,,501 TUFTON TRL SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,Glenrose Heights,Z,33.66477,-84.38429999999998
93,90010143,2009-01-01,2008-12-31,1600,2009-01-01,45.0,607.0,,,695 VERNON AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,Ormewood Park,W,33.73499,-84.35801999999998
94,90010269,2009-01-01,2009-01-01,0035,2009-01-01,45.0,403.0,,,1145 PRINCESS AVE SW,Morning Watch,20,BURGLARY-RESIDENCE,2202,Oakland City,S,33.72374,-84.42548999999998
95,90010307,2009-01-01,2008-12-31,2245,2009-01-01,145.0,404.0,,B102,1530 RALPH D ABERNATHY BLVD SW,Morning Watch,26,BURGLARY-RESIDENCE,2202,Westview,T,33.74307,-84.43766999999998
96,90010369,2009-01-01,2008-12-31,2200,2009-01-01,200.0,210.0,,A302,3200 LENOX RD NE,Morning Watch,26,BURGLARY-RESIDENCE,2202,Pine Hills,B,33.84221,-84.35822
97,90010568,2009-01-01,2008-12-31,2300,2009-01-01,430.0,410.0,,O-201,1999 BENT CREEK WAY SW,Morning Watch,26,BURGLARY-RESIDENCE,2202,Campbellton Road,R,33.70087,-84.46573999999998
98,90010666,2009-01-01,2009-01-01,0654,2009-01-01,654.0,308.0,,260,1090 MCDONOUGH BLVD SE,Day Watch,26,BURGLARY-RESIDENCE,2202,Thomasville Heights,Z,33.70449,-84.35192999999998
99,90010889,2009-01-01,2008-12-31,2300,2009-01-01,300.0,612.0,,,1583 MAY AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,East Atlanta,W,33.73875,-84.33584999999998
100,90010952,2009-01-01,2009-01-01,0300,2009-01-01,500.0,411.0,APT,1402,3030 CONTINENTAL COLONY PKWY SW,Morning Watch,26,BURGLARY-RESIDENCE,2202,Greenbriar,R,33.68066,-84.49370999999998
101,90011015,2009-01-01,2008-12-24,2000,2009-01-01,1200.0,302.0,,,1145 IRA ST SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Pittsburgh,V,33.72366,-84.40022999999998
102,90011161,2009-01-01,2008-12-31,2330,2009-01-01,100.0,601.0,,,1024 HIGHLAND VW NE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Virginia Highland,F,33.77941,-84.35397
103,90011406,2009-01-01,2008-12-27,1300,2009-01-01,1745.0,212.0,,6206,2000 MONROE PL NE,Evening Watch,26,BURGLARY-RESIDENCE,2202,Piedmont Heights,F,33.8103,-84.37025
104,90011567,2009-01-01,2009-01-01,1940,2009-01-01,1950.0,402.0,,,1287 BEECHER ST SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,West End,T,33.73347,-84.42968999999998
105,90011715,2009-01-01,2008-12-24,0930,2009-01-01,2230.0,309.0,,,824 BROOKDALE DR SW,Morning Watch,20,BURGLARY-RESIDENCE,2202,Perkerson,X,33.68623,-84.41630999999998
106,90010680,2009-01-01,2009-01-01,0711,2009-01-01,711.0,211.0,,,2359 PEACHTREE RD NE,Day Watch,24,BURGLARY-NONRES,2203,Peachtree Hills,B,33.81894,-84.38857
107,90010681,2009-01-01,2008-12-31,2030,2009-01-01,600.0,105.0,,,1300 JOSEPH E BOONE BLVD NW,Day Watch,99,BURGLARY-NONRES,2203,Hunter Hills,K,33.76204,-84.43066
108,90010801,2009-01-01,2009-01-01,0945,2009-01-01,945.0,106.0,,,1020 DONALD LEE HOLLOWELL PKWY NW,Day Watch,24,BURGLARY-NONRES,2203,Bankhead,K,33.77292,-84.42077999999998
109,90010963,2009-01-01,2009-01-01,0400,2009-01-01,1000.0,506.0,,,595 NORTH AVE NW,Day Watch,3,BURGLARY-NONRES,2203,English Avenue,L,33.77013,-84.40694999999998
110,90010975,2009-01-01,2009-01-01,1200,2009-01-01,1230.0,407.0,,,286 WILSON MILL RD SW,Evening Watch,11,BURGLARY-NONRES,2203,Wisteria Gardens,H,33.7547,-84.51365
111,83662023,2009-01-01,2008-12-31,1800,2008-12-31,2130.0,506.0,,,800 W MARIETTA ST,Evening Watch,26,BURGLARY-RESIDENCE,2204,English Avenue,L,33.78022,-84.41513999999998
112,90011256,2009-01-01,2009-01-01,0001,2009-01-01,300.0,112.0,,E,211 HARWELL PL NW,Evening Watch,26,BURGLARY-RESIDENCE,2204,Collier Heights,I,33.78081,-84.49241999999998
113,90010406,2009-01-01,2008-12-31,0700,2009-01-01,230.0,306.0,,,1083 ASTOR AVE SW,Morning Watch,20,BURGLARY-RESIDENCE,2202A,Sylvan Hills,X,33.70171,-84.42404
114,90020981,2009-01-02,2008-01-02,0000,2008-01-02,1500.0,512.0,,,200 MEMORIAL DR SW,Evening Watch,24,BURGLARY-NONRES,2205,Downtown,M,33.74656,-84.39403
115,90021005,2009-01-02,2009-01-02,1100,2009-01-02,1550.0,111.0,,R,2961 TRIBBLE LN NW,Evening Watch,20,BURGLARY-RESIDENCE,2204,,I,33.75941,-84.48366
116,90021275,2009-01-02,2008-12-31,1700,2009-01-02,1730.0,301.0,,,1330 ALLENE AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,2204,Capitol View,X,33.71856,-84.41261
117,90021395,2009-01-02,2008-12-20,1000,2009-01-02,1900.0,613.0,,,851 WILDWOOD RD NE,Evening Watch,20,BURGLARY-RESIDENCE,2204,Morningside/Lenox Park,F,33.80304,-84.35996
118,90021591,2009-01-02,2009-01-02,2110,2009-01-02,2130.0,208.0,,86,86 ROSWELL CT NE,Unknown,26,BURGLARY-RESIDENCE,2204,Buckhead Forest,B,33.84883,-84.38173999999998
119,90020104,2009-01-02,2009-01-02,0149,2009-01-02,150.0,401.0,,,994 RALPH D ABERNATHY BLVD SW,Morning Watch,99,BURGLARY-NONRES,2203,West End,T,33.73787,-84.42036
120,90020259,2009-01-02,2009-01-02,0549,2009-01-02,549.0,210.0,,,3393 PEACHTREE RD NE,Morning Watch,8,BURGLARY-NONRES,2203,Lenox,B,33.84676,-84.36212
121,90020296,2009-01-02,2009-01-02,0005,2009-01-02,5.0,306.0,,,1150 ASTOR AVE SW,Day Watch,26,BURGLARY-NONRES,2203,Sylvan Hills,X,33.70137,-84.42677999999998
122,90020359,2009-01-02,2009-01-02,0130,2009-01-02,800.0,506.0,,,775 JOSEPH E BOONE BLVD NW,Day Watch,17,BURGLARY-NONRES,2203,English Avenue,L,33.76369,-84.41281999999998
123,90020538,2009-01-02,2008-12-31,1600,2009-01-02,900.0,501.0,,C,691 IMAGE AVE NW,Day Watch,29,BURGLARY-NONRES,2203,Home Park,E,33.7812,-84.40994999999998
124,90020925,2009-01-02,2008-12-26,1200,2009-01-02,1200.0,108.0,,,172 DAHLIA AVE NW,Evening Watch,20,BURGLARY-NONRES,2203,Dixie Hills,J,33.75896,-84.4624
125,90020019,2009-01-02,2009-01-01,1730,2009-01-01,2330.0,605.0,,,964 HILL ST SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,Grant Park,W,33.72814,-84.37829
126,90020126,2009-01-02,2009-01-01,1700,2009-01-02,150.0,302.0,,3,1186 IRA ST SW,Morning Watch,26,BURGLARY-RESIDENCE,2202,Pittsburgh,V,33.72267,-84.39994
127,90020277,2009-01-02,2008-12-31,2300,2009-01-02,600.0,609.0,,,201 WHITEFOORD AVE SE,Day Watch,20,BURGLARY-RESIDENCE,2202,Edgewood,O,33.74782,-84.34249
128,90020280,2009-01-02,2009-01-01,1200,2009-01-02,630.0,106.0,,,1207 NILES AVE NW,Day Watch,20,BURGLARY-RESIDENCE,2202,Knight Park/Howell Station,K,33.78283,-84.42673999999998
129,90020354,2009-01-02,2009-01-01,2200,2009-01-02,800.0,609.0,,D,100 MORELAND AVE SE,Day Watch,20,BURGLARY-RESIDENCE,2202,Edgewood,O,33.75069,-84.34912
130,90020372,2009-01-02,2009-01-02,0815,2009-01-02,841.0,612.0,,,639 CLIFTON RD SE,Day Watch,20,BURGLARY-RESIDENCE,2202,East Atlanta,W,33.73672,-84.33021999999998
131,90020456,2009-01-02,2009-01-02,0945,2009-01-02,952.0,304.0,,,939 HILL ST SE,Day Watch,20,BURGLARY-RESIDENCE,2202,Peoplestown,V,33.72884,-84.37891999999998
132,90020500,2009-01-02,2009-01-01,1800,2009-01-02,600.0,312.0,,,3065 BROWNS MILL RD SE,Day Watch,,BURGLARY-RESIDENCE,2202,Glenrose Heights,Z,33.67107,-84.3824
133,90020521,2009-01-02,2008-12-26,1400,2009-01-02,1000.0,108.0,,,103 FAIRFIELD PL NW,Day Watch,20,BURGLARY-RESIDENCE,2202,Dixie Hills,J,33.75577,-84.46294
134,90020616,2009-01-02,2008-12-30,1700,2008-12-31,900.0,308.0,,398,1000 NEW TOWN CIR SE,Day Watch,26,BURGLARY-RESIDENCE,2202,Thomasville Heights,Z,33.70823,-84.35912
